Region_Name,Legal_Name
마포구,합정동
마포구,망원동
마포구,연남동
마포구,성산동
마포구,중동
마포구,상암동
양천구,신정동
양천구,목동
양천구,신월동
강서구,염창동
강서구,등촌동
강서구,화곡동
강서구,가양동
강서구,마곡동
강서구,내발산동
강서구,외발산동
강서구,공항동
강서구,방화동
강서구,개화동
강서구,과해동
강서구,오곡동
강서구,오쇠동
영등포구,영등포동4가
용산구,용문동
용산구,문배동
종로구,명륜4가
성동구,금호동4가
성동구,성수동1가
성동구,성수동1가
동작구,상도동
성동구,성수동2가
동작구,상도1동
동작구,상도동
동작구,상도동
동작구,상도동
동작구,본동
동작구,동작동
동작구,사당동
동작구,사당동
동작구,사당동
동작구,사당동
동작구,사당동
동작구,대방동
동작구,신대방동
동작구,신대방동
관악구,관악구
관악구,남현동
서초구,서초구
서초구,서초동
서초구,서초동
성북구,돈암동
성북구,돈암동
성북구,안암동1가
성북구,안암동4가
성동구,성수동2가
성북구,안암동5가
성북구,보문동4가
성북구,보문동5가
서초구,도곡동
성북구,보문동6가
성북구,장위동
성북구,장위동
서초구,신사동
강남구,포이동
송파구,이동
강동구,풍납동
강동구,하일동
서초구,반포동
서초구,반포동
서초구,잠원동
서초구,방배동
서초구,방배동
서초구,방배동
서초구,방배동
동대문구,면목동
성동구,화양동
성동구,모진동
성동구,군자동
성동구,중곡동
성동구,능동
성동구,광장동
성동구,구의동
성동구,자양동
노원구,창동
노원구,도봉동
은평구,진관내동
은평구,구파발동
은평구,진관외동
도봉구,미아동
도봉구,번동
도봉구,수유동
도봉구,우이동
영등포구,양평동6가
영등포구,양화동
영등포구,양평동
영등포구,신길동
서초구,개포동
종로구,당주동
종로구,내수동
종로구,세종로
종로구,신문로1가
종로구,신문로2가
종로구,팔판동
종로구,삼청동
종로구,안국동
종로구,소격동
종로구,사간동
종로구,송현동
종로구,부암동
종로구,홍지동
종로구,신영동
종로구,구기동
종로구,평창동
종로구,무악동
종로구,창신동
종로구,창신동
종로구,숭인동
종로구,숭인동
중구,소공동
중구,북창동
중구,태평로2가
중구,남대문로2가
중구,남대문로3가
중구,남대문로4가
중구,봉래동1가
중구,서소문동
중구,정동
중구,필동2가
중구,묵정동
중구,장충동1가
중구,장충동2가
용산구,신계동
용산구,한강로1가
용산구,용산동5가
용산구,한강로3가
용산구,이태원동
용산구,이태원동
용산구,한남동
용산구,한남동
용산구,동빙고동
성동구,성동구
강남구,신사동
강남구,압구정동
은평구,응암동
도봉구,쌍문동
도봉구,쌍문동
도봉구,쌍문동
도봉구,방학동
도봉구,방학동
구로구,고척동
구로구,고척동
구로구,개봉동
구로구,개봉동
구로구,개봉동
구로구,오류동
구로구,오류동
구로구,천왕동
영등포구,영등포구
영등포구,영등포동
영등포구,영등포동1가
영등포구,영등포동2가
영등포구,영등포동3가
영등포구,영등포동4가
영등포구,영등포동5가
영등포구,당산동4가
영등포구,문래동2가
영등포구,문래동3가
성동구,행당동
성동구,행당동
마포구,신공덕동
마포구,도화동
마포구,도화동
마포구,대흥동
마포구,염리동
마포구,신수동
마포구,염리동
마포구,대흥동
마포구,신수동
마포구,노고산동
마포구,서교동
마포구,동교동
마포구,합정동
마포구,망원동
마포구,망원동
마포구,연남동
마포구,성산동
마포구,성산동
마포구,중동
마포구,상암동
양천구,목동
양천구,목동
양천구,신월동
양천구,신월동
양천구,신월동
양천구,신정동
양천구,신정동
양천구,신정동
양천구,신정동
강서구,염창동
강서구,등촌동
강서구,등촌동
강서구,화곡동
강서구,화곡동
강서구,화곡동
강서구,화곡동
강서구,화곡동
강서구,공항동
강서구,과해동
강서구,오곡동
강서구,오쇠동
강서구,개화동
동대문구,전농동
동대문구,답십리동
동대문구,휘경동
동대문구,이문동
중랑구,면목동
중랑구,상봉동
중랑구,상봉동
중랑구,중화동
중랑구,중화동
강동구,강동구
강동구,강일동
강동구,암사동
강동구,암사동
강동구,천호동
강서구,강서구
송파구,송파구
종로구,교남동
중구,중구
동작구,동작구
중구,중림동
은평구,은평구
,서울특별시
마포구,마포구
양천구,양천구
종로구,청운동
종로구,신교동
종로구,궁정동
종로구,효자동
종로구,창성동
종로구,통의동
종로구,적선동
종로구,통인동
종로구,누상동
종로구,누하동
종로구,옥인동
종로구,체부동
종로구,필운동
종로구,내자동
종로구,사직동
종로구,도렴동
종로구,당주동
종로구,내수동
종로구,신문로1가
종로구,신문로2가
종로구,청진동
종로구,서린동
종로구,수송동
종로구,중학동
종로구,종로1가
종로구,공평동
종로구,관훈동
종로구,견지동
종로구,와룡동
종로구,권농동
종로구,운니동
종로구,익선동
종로구,경운동
종로구,관철동
종로구,인사동
종로구,낙원동
종로구,종로2가
종로구,팔판동
종로구,삼청동
종로구,안국동
종로구,소격동
종로구,화동
종로구,사간동
종로구,송현동
종로구,가회동
종로구,재동
종로구,계동
종로구,훈정동
종로구,봉익동
종로구,돈의동
종로구,장사동
종로구,관수동
종로구,종로3가
종로구,인의동
종로구,예지동
종로구,원남동
종로구,연지동
종로구,종로4가
종로구,효제동
종로구,종로5가
종로구,종로6가
종로구,충신동
종로구,동숭동
종로구,혜화동
종로구,명륜1가
종로구,명륜2가
종로구,명륜4가
종로구,명륜3가
종로구,창신동
종로구,숭인동
종로구,교남동
서초구,방배동
서초구,양재동
서초구,우면동
서초구,원지동
서초구,잠원동
서초구,반포동
서초구,서초동
서초구,내곡동
서초구,염곡동
서초구,신원동
강남구,역삼동
강남구,개포동
강남구,청담동
강남구,삼성동
강남구,대치동
강남구,신사동
강남구,논현동
강남구,압구정동
강남구,세곡동
강남구,자곡동
강남구,율현동
강남구,일원동
강남구,수서동
강남구,도곡동
송파구,잠실동
송파구,신천동
송파구,풍납동
송파구,송파동
송파구,석촌동
송파구,삼전동
송파구,가락동
송파구,문정동
송파구,장지동
송파구,방이동
송파구,오금동
송파구,거여동
송파구,마천동
강동구,명일동
강동구,고덕동
강동구,상일동
강동구,길동
강동구,둔촌동
강동구,암사동
강동구,성내동
강동구,천호동
종로구,원서동
종로구,세종로
종로구,묘동
마포구,아현동
종로구,송월동
종로구,홍파동
종로구,교북동
종로구,평창동
종로구,부암동
종로구,홍지동
종로구,신영동
종로구,무악동
중구,봉래동1가
영등포구,영등포동5가
영등포구,영등포동6가
영등포구,영등포동7가
영등포구,영등포동8가
영등포구,여의도동
영등포구,당산동1가
영등포구,당산동2가
서대문구,창천동
서대문구,연희동
서대문구,홍은동
서대문구,북가좌동
서대문구,남가좌동
구로구,신도림동
구로구,구로동
구로구,가리봉동
구로구,고척동
구로구,개봉동
구로구,오류동
구로구,궁동
구로구,온수동
구로구,천왕동
구로구,항동
영등포구,영등포동
영등포구,영등포동1가
영등포구,영등포동2가
영등포구,영등포동3가
종로구,평동
용산구,이촌동
용산구,이태원동
용산구,한남동
용산구,동빙고동
용산구,서빙고동
용산구,주성동
용산구,용산동6가
용산구,보광동
성동구,상왕십리동
종로구,구기동
성동구,하왕십리동
성동구,홍익동
성동구,도선동
성동구,마장동
성동구,사근동
성동구,행당동
성동구,응봉동
성동구,금호동1가
성동구,금호동2가
성동구,금호동3가
성동구,금호동4가
성동구,옥수동
성동구,성수동1가
성동구,성수동2가
중구,충무로4가
중구,충무로5가
중구,인현동2가
중구,예관동
중구,묵정동
중구,필동1가
중구,필동2가
중구,필동3가
중구,남학동
중구,주자동
중구,예장동
중구,장충동1가
중구,장충동2가
중구,을지로4가
중구,을지로5가
중구,주교동
중구,방산동
중구,오장동
중구,을지로3가
중구,입정동
중구,산림동
중구,충무로3가
중구,초동
중구,인현동1가
중구,저동2가
중구,신당동
중구,흥인동
중구,무학동
중구,황학동
중구,서소문동
중구,정동
중구,순화동
중구,의주로1가
중구,충정로1가
중구,중림동
중구,의주로2가
중구,만리동1가
중구,만리동2가
용산구,후암동
용산구,용산동2가
용산구,용산동4가
용산구,갈월동
용산구,남영동
용산구,용산동1가
용산구,동자동
용산구,서계동
용산구,청파동1가
용산구,청파동2가
용산구,청파동3가
용산구,원효로1가
용산구,원효로2가
용산구,신창동
용산구,산천동
용산구,청암동
용산구,원효로3가
용산구,원효로4가
용산구,효창동
용산구,도원동
용산구,용문동
용산구,문배동
용산구,신계동
용산구,한강로1가
노원구,월계동
노원구,공릉동
노원구,하계동
노원구,상계동
노원구,중계동
은평구,수색동
은평구,녹번동
은평구,불광동
은평구,갈현동
은평구,구산동
동대문구,신설동
동대문구,용두동
동대문구,제기동
동대문구,전농동
동대문구,답십리동
동대문구,장안동
동대문구,청량리동
동대문구,회기동
동대문구,휘경동
동대문구,이문동
중랑구,면목동
중랑구,상봉동
중랑구,중화동
중랑구,묵동
중랑구,망우동
중랑구,신내동
성북구,성북동
성북구,성북동1가
성북구,돈암동
성북구,동소문동1가
성북구,동소문동2가
성북구,동소문동3가
성북구,동소문동4가
성북구,동소문동5가
성북구,동소문동6가
성북구,동소문동7가
성북구,삼선동1가
영등포구,도림동
성북구,삼선동3가
성북구,삼선동4가
성북구,삼선동5가
성북구,동선동1가
성북구,동선동2가
성북구,동선동3가
성북구,안암동4가
성북구,안암동5가
성북구,보문동4가
성북구,보문동5가
성북구,보문동6가
관악구,신림동
관악구,남현동
성북구,보문동7가
성북구,보문동1가
성북구,보문동2가
성북구,보문동3가
성북구,정릉동
성북구,길음동
성북구,종암동
성북구,하월곡동
성북구,상월곡동
성북구,장위동
성북구,석관동
은평구,역촌동
은평구,신사동
은평구,증산동
서대문구,충정로2가
서대문구,충정로3가
서대문구,합동
서대문구,미근동
서대문구,현저동
서대문구,북아현동
서대문구,홍제동
서대문구,대현동
서대문구,대신동
서대문구,신촌동
서대문구,봉원동
종로구,행촌동
용산구,한강로2가
용산구,용산동3가
용산구,용산동5가
용산구,한강로3가
도봉구,쌍문동
도봉구,방학동
영등포구,당산동3가
영등포구,당산동4가
영등포구,당산동5가
영등포구,당산동6가
영등포구,당산동
영등포구,도림동
영등포구,문래동1가
영등포구,문래동2가
영등포구,문래동3가
영등포구,문래동4가
영등포구,문래동5가
영등포구,문래동6가
영등포구,양평동1가
영등포구,양평동2가
영등포구,양평동3가
영등포구,양평동4가
영등포구,양평동5가
영등포구,양평동6가
영등포구,양화동
영등포구,신길동
영등포구,대림동
영등포구,양평동
동작구,노량진동
동작구,상도동
동작구,상도1동
동작구,본동
동작구,흑석동
동작구,동작동
동작구,사당동
동작구,대방동
동작구,신대방동
관악구,봉천동
종로구,이화동
중구,소공동
중구,북창동
중구,태평로2가
중구,남대문로2가
중구,남대문로3가
중구,남대문로4가
성동구,송정동
성동구,용답동
은평구,대조동
은평구,응암동
성북구,동선동4가
성북구,동선동5가
성북구,안암동1가
성북구,안암동2가
성북구,안암동3가
성북구,삼선동2가
영등포구,신길동
강남구,세곡동
강남구,자곡동
강남구,율현동
강남구,삼성동
강남구,삼성동
종로구,연건동
서초구,개포동
서초구,양재동
서초구,도곡동
성북구,하월곡1동
성북구,하월곡2동
성북구,하월곡3동
성북구,하월곡4동
성북구,장위1동
성북구,장위2동
성북구,장위3동
성북구,석관1동
성북구,석관2동
성북구,성북동
성북구,성북동1가
성북구,성북동
성북구,돈암동
성북구,동소문동1가
성북구,동소문동2가
성북구,동소문동3가
성북구,동소문동4가
성북구,돈암동
성북구,삼선동1가
성북구,삼선동2가
성북구,돈암동
성북구,동소문동5가
성북구,삼선동2가
성북구,삼선동3가
성북구,삼선동4가
성북구,삼선동5가
성북구,돈암동
성북구,동선동1가
성북구,동선동2가
성북구,동선동3가
성북구,동소문동6가
성북구,동소문동7가
성북구,동선동4가
성북구,동선동5가
성북구,길음동
성북구,길음동
성북구,길음동
성북구,종암동
성북구,종암동
성북구,하월곡동
성북구,하월곡동
성북구,하월곡동
성북구,하월곡동
성북구,상월곡동
성북구,석관동
성북구,석관동
도봉구,상계동
도봉구,중계동
도봉구,하계동
도봉구,월계동
도봉구,공릉동
서초구,반포동
서초구,신사동
서초구,서초동
서초구,반포동
서초구,양재동
서초구,우면동
서초구,원지동
서초구,도곡동
강남구,잠원동
강남구,양재동
강남구,원지동
강남구,우면동
강남구,염곡동
강남구,내곡동
강남구,신원동
강남구,방배동
강남구,하일동
강남구,상일동
강남구,명일동
강남구,고덕동
강남구,암사동
강남구,천호동
강남구,성내동
강남구,풍납동
강남구,길동
강남구,둔촌동
강남구,거여동
강남구,마천동
강남구,방이동
강남구,이동
강남구,오금동
강남구,송파동
강남구,석촌동
강남구,가락동
강남구,문정동
강남구,잠실동
강남구,신천동
강남구,삼전동
강남구,송금동
강남구,장지동
강남구,학동
강남구,반포동
강남구,서초동
강남구,압구정1동
강남구,압구정2동
강남구,청담1동
강남구,청담2동
강남구,삼성1동
강남구,삼성2동
강남구,대치1동
강남구,대치2동
강남구,대치3동
강남구,대치4동
강남구,역삼1동
강남구,역삼2동
강남구,도곡1동
강남구,도곡2동
강남구,개포1동
강남구,개포2동
강남구,개포3동
강남구,개포4동
강남구,신사동
동작구,흑석동
동작구,흑석동
동작구,흑석동
관악구,대방동
관악구,신대방동
관악구,노량진동
관악구,상도동
관악구,본동
관악구,흑석동
관악구,동작동
관악구,사당동
관악구,방배동
관악구,상도제1동
관악구,봉천본동
관악구,봉천1동
관악구,봉천2동
관악구,봉천3동
관악구,봉천4동
관악구,봉천5동
관악구,봉천6동
관악구,봉천7동
관악구,봉천8동
관악구,봉천9동
관악구,봉천10동
관악구,봉천11동
관악구,신림본동
관악구,신림1동
관악구,신림2동
관악구,신림3동
관악구,신림4동
관악구,신림5동
관악구,신림6동
관악구,신림7동
관악구,신림8동
관악구,신림9동
관악구,신림10동
관악구,신림11동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,봉천동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
관악구,신림동
서초구,역삼동
서초구,서초1동
서초구,서초2동
서초구,서초3동
서초구,반포본동
서초구,반포1동
서초구,반포2동
서초구,반포3동
서초구,방배본동
서초구,방배1동
서초구,방배2동
서초구,방배3동
서초구,도곡1동
서초구,도곡2동
강남구,압구정동
강남구,청담동
강남구,압구정동
강남구,논현동
강남구,논현동
노원구,노원구
은평구,불광1동
은평구,불광2동
은평구,불광3동
은평구,응암1동
은평구,응암2동
은평구,응암3동
은평구,역촌1동
은평구,역촌2동
은평구,응암4동
은평구,불광동
은평구,갈현동
은평구,역촌동
은평구,역촌동
은평구,신사동
은평구,신사동
은평구,진관내동
은평구,구파발동
은평구,진관외동
서대문구,평창동
서대문구,구기동
서대문구,부암동
서대문구,홍지동
서대문구,신영동
서대문구,행촌동
서대문구,송월동
서대문구,홍파동
서대문구,평동
서대문구,교남동
서대문구,교북동
서대문구,서소문동
서대문구,정동
서대문구,순화동
서대문구,의주로2가
서대문구,중림동
서대문구,의주로1가
서대문구,충정로1가
서대문구,노고산동
서대문구,만리동1가
서대문구,만리동2가
서대문구,상암동
서대문구,성산동
서대문구,수색동
서대문구,중동
서대문구,녹번동
서대문구,불광동
서대문구,갈현동
서대문구,역촌동
서대문구,신사동
서대문구,구파발동
서대문구,구산동
서대문구,진관내동
서대문구,진관외동
서대문구,응암동
서대문구,대조동
서대문구,증산동
서대문구,충정로동
서대문구,북아현1동
서대문구,북아현2동
서대문구,북아현3동
서대문구,연희1동
서대문구,연희2동
서대문구,연희3동
서대문구,홍제1동
서대문구,홍제2동
서대문구,홍제3동
서대문구,홍제4동
서대문구,홍은1동
서대문구,홍은2동
서대문구,홍은3동
서대문구,남가좌1동
서대문구,남가좌2동
서대문구,북가좌1동
서대문구,북가좌1동
서대문구,충정로2가
서대문구,충정로3가
서대문구,합동
서대문구,미근동
성북구,종암2동
도봉구,창1동
도봉구,창2동
도봉구,창3동
도봉구,도봉1동
도봉구,도봉2동
도봉구,미아1동
도봉구,미아2동
도봉구,미아3동
도봉구,미아4동
도봉구,미아5동
도봉구,미아6동
도봉구,미아7동
도봉구,미아8동
도봉구,번1동
도봉구,번2동
도봉구,수유1동
도봉구,수유2동
도봉구,수유3동
도봉구,수유4동
도봉구,수유5동
도봉구,쌍문1동
도봉구,쌍문2동
도봉구,쌍문3동
도봉구,방학1동
도봉구,방학2동
도봉구,방학3동
도봉구,미아동
도봉구,미아동
도봉구,미아동
도봉구,미아동
도봉구,미아동
도봉구,번동
도봉구,번동
도봉구,수유동
도봉구,수유동
도봉구,수유동
도봉구,수유동
도봉구,우이동
도봉구,쌍문동
도봉구,수유동
노원구,도봉1동
노원구,도봉2동
노원구,창1동
노원구,창2동
노원구,창3동
노원구,월계1동
노원구,월계2동
노원구,월계3동
노원구,공릉1동
노원구,공릉2동
노원구,상계1동
노원구,상계2동
노원구,상계3동
노원구,상계4동
중구,충무로4가
중구,충무로5가
중구,인현동2가
중구,예관동
중구,오장동
중구,을지로4가
중구,을지로5가
중구,주교동
중구,방산동
중구,을지로3가
중구,입정동
중구,산림동
중구,초동
중구,인현동1가
중구,저동2가
중구,신당동
중구,흥인동
중구,무학동
중구,신당동
중구,신당동
중구,신당동
중구,신당동
용산구,옥수동
용산구,도동1가
용산구,도동2가
용산구,만리동1가
용산구,만리동2가
용산구,청파1동
용산구,청파2동
용산구,이촌1동
용산구,이촌2동
용산구,이태원1동
용산구,이태원2동
용산구,한남1동
용산구,한남2동
성동구,상일동
성동구,길동
성동구,둔촌동
성동구,암사동
성동구,성내동
성동구,풍납동
성동구,천호동
성동구,송파동
성동구,석촌동
성동구,삼전동
성동구,가락동
성동구,이동
성동구,오금동
성동구,방이동
성동구,문정동
성동구,장지동
성동구,거여동
성동구,마천동
성동구,잠실동
성동구,신천동
성동구,일원동
성동구,수서동
성동구,자곡동
성동구,율현동
성동구,세곡동
성동구,역삼동
노원구,상계5동
노원구,상계6동
노원구,상계7동
노원구,도봉동
노원구,도봉동
노원구,창동
노원구,창동
노원구,창동
노원구,하계동
노원구,중계동
구로구,독산2동
구로구,독산3동
구로구,독산4동
구로구,독산본동
구로구,시흥본동
구로구,시흥1동
구로구,시흥2동
구로구,시흥3동
구로구,시흥4동
구로구,시흥5동
구로구,고척1동
구로구,고척2동
구로구,개봉1동
구로구,개봉2동
구로구,개봉3동
구로구,오류1동
구로구,오류2동
구로구,수궁동
구로구,구로구
구로구,구로동
구로구,가리봉동
구로구,가리봉동
구로구,가리봉동
구로구,독산동
구로구,독산동
구로구,독산동
구로구,독산동
구로구,독산동
구로구,시흥동
구로구,시흥동
구로구,시흥동
구로구,시흥동
구로구,시흥동
구로구,시흥동
구로구,궁동
구로구,온수동
구로구,항동
영등포구,독산동
영등포구,염창동
영등포구,목동
영등포구,등촌동
영등포구,화곡동
영등포구,신월동
영등포구,마곡동
영등포구,가양동
영등포구,내발산동
영등포구,외발산동
영등포구,공항동
영등포구,방화동
영등포구,과해동
영등포구,신정동
영등포구,오곡동
영등포구,오쇠동
영등포구,구로동
영등포구,가리봉동
영등포구,시흥동
영등포구,고척동
영등포구,개봉동
영등포구,오류동
영등포구,궁동
영등포구,온수동
영등포구,천왕동
영등포구,항동
영등포구,신도림동
영등포구,개화동
영등포구,반포동
영등포구,잠원동
영등포구,서초동
영등포구,양재동
영등포구,우면동
영등포구,원지동
영등포구,노량진동
영등포구,상도동
영등포구,상도제1동
영등포구,봉천동
영등포구,본동
영등포구,흑석동
영등포구,동작동
영등포구,사당동
영등포구,방배동
영등포구,신림동
영등포구,대방동
영등포구,신대방동
영등포구,양평동
영등포구,영등포1동
영등포구,영등포2동
영등포구,영등포3동
영등포구,당산1동
영등포구,당산2동
영등포구,도림1동
영등포구,도림2동
영등포구,문래1동
영등포구,문래2동
영등포구,양평1동
영등포구,양평2동
영등포구,신길1동
영등포구,신길2동
영등포구,신길3동
영등포구,신길4동
영등포구,신길5동
영등포구,신길6동
영등포구,신길7동
영등포구,대림1동
영등포구,대림2동
영등포구,대림3동
동작구,노량진1동
동작구,노량진2동
동작구,상도2동
동작구,상도3동
동작구,상도4동
동작구,흑석1동
동작구,흑석2동
동작구,흑석3동
동작구,사당1동
동작구,사당2동
동작구,사당3동
동작구,사당4동
동작구,신대방1동
동작구,신대방2동
종로구,창신1동
종로구,창신2동
종로구,창신3동
종로구,숭인1동
종로구,숭인2동
종로구,청운동
종로구,신교동
종로구,궁정동
종로구,세종로
종로구,효자동
종로구,창성동
종로구,통인동
종로구,누상동
종로구,누하동
종로구,옥인동
종로구,도렴동
종로구,당주동
종로구,내수동
종로구,세종로
종로구,신문로1가
종로구,신문로2가
종로구,청진동
종로구,서린동
종로구,수송동
종로구,중학동
종로구,종로1가
종로구,공평동
종로구,관훈동
종로구,견지동
종로구,와룡동
종로구,권농동
종로구,운니동
